clause	polarity
驾驶时没有GPS导航系统，如果能增加导航系统、价格再低一些就很适合工薪阶层购买了！	1
空间大，早听说有胖5的称号，但我坐进去还是挺惊喜的，	5
后排坐四个人应该是没问题，	5
后备箱也像个小仓库，	5
大空间的车让人不会觉得太过压抑。	5
第一眼就被它的外表迷住了，感觉不错，	5
动力市区相当满意，	5
买了值得，比一般的紧凑型车有的一比，	5
开车去外面回头率高，	5
座椅高，舒服	5
综合起来三胖是一款值得拥有的好车，	5
大气的外观、精致的内饰、平稳的表现就像是人生的一种体现，朴实中露着典雅。	5
我在选择它的时候，就是看上了丰富的配置，既厚道又实用，	5
而且车的空间也是非常的宽大，	5
油耗也相当的不错，	5
作为一辆家庭用车还是不错的。	5
在同级别车型中，思域1.8L自然吸发动机，算是表现很出色的了，	5
尤其是在高转速的状态下，100码后加速的表现非常棒，感觉动力是源源不断输出的。	5
我个人开车比较猛，所以感觉这款车的操控性和动力性能很棒！	5
我买的是大红色的，朋友们见了我的车都说特别骚气，开出去很靓。	5
内饰新颖，符合年轻人的性格，	5
全系标配天窗很不错。	5
整体感觉时尚、大气，很能吸引眼球，	5
走在路上回头率高	5
总体来说非常满意的，	5
主要是车开着没出过什么毛病，	5
油耗让人惊喜，行驶稳定性很好，操控性非常棒。	5
车子开了近5年没出过任何毛病，	5
动力也没有衰减，很不错。	5
时尚动感的外观，让人看了不喜欢都难，	5
内部空间不小，坐进去感觉很舒服。	5
这车的外观感觉很适合改装，	5
真的是很喜欢这款车。	5
空间利用率还是很高的，如果有需要拉货的话，可以把第三排座椅收起来，这样能腾出不少空间了。	5
车身有点薄，日系车的车身都不是很厚实。	1
倒档有异响！	1
这毛病不是随时都发生，但是经常发生！	1
明明离合已经踩到底了，倒档挂进去会听到“嗤”的一声，打齿箱了！	1
那个心疼啊，估计没几年这个变速箱就得完蛋！	1
今天去试驾了，外观和内饰还是可以的，	5
但是那个导航说是原装的，真心太烂了，还不如我的先锋垃圾导航。	1
车身太重导致1.4t的动力有点肉，加速的时候感觉是吃奶的劲都要使出来了，	1
结果问价格的时候，菲亚特很拽啊，说是一分钱也没的便宜，也没有任何大礼包可送，果断转福特了。	1
之前炒得很火的一款车，可能是这个原因，看到车后反而比较失望。	1
2.0T发动机动力马马虎虎，	1
数值标得很高，实际表现却一般。	1
说它价格便宜，性价比高吧，可内饰做得一点也不好，只做出了跑车的样子，离精益求精还差得远。	1
和上一代现代Coupe一样，只能作为廉价的入门级跑车，	1
唯一的好处是这回动力够用了。	5
之前炒得很火的一款车，可能是这个原因，看到车后反而比较失望。	1
2.0T发动机动力马马虎虎，	1
数值标得很高，实际表现却一般。	1
说它价格便宜，性价比高吧，可内饰做得一点也不好，只做出了跑车的样子，离精益求精还差得远。	1
和上一代现代Coupe一样，只能作为廉价的入门级跑车，	1
唯一的好处是这回动力够用了。	5
空间和动力都是很不错的，	5
空间真的是大的让人发指。	5
坐进去的一瞬间感觉自己买的不是3系而是5系。	5
动力也相当充沛，油门踏板踩下去的一瞬间，你会觉得这就是你最正确的选择。	5
不满意的是没有倒车影像和GPS，	1
没有后视镜电动折叠。	1
我家的嘉嘉是2.0的，开起来那个动力哟，一溜眼儿，力很足，	5
过坎、过弯啥路况都能轻松应对，	5
还真是名不虚传的雪铁龙底盘技术啊，相当佩服。	5
外形比较时尚，	5
大眼睛比较喜欢，也很经典。	5
紧凑车型，也比较少长途用车，也没什么问题。	5
内饰的做工很好，比较精细，喜欢。	5
油耗自然也是很满意的了，	5
本田的车一直有个优势也就是油耗比较低，油费比较便宜。	5
对小5来说最满意的就是外观跟油耗啦！	5
外观很漂亮耐看，	5
动力以及空间的表现还是可以的，	5
不满意的就是没有胎压监测！	1
前排的杯座只能放两瓶350mm容量的矿泉水或者饮料，这对于长时间驾车或者堵车来说就是悲剧。	1
杰德的隔音效果真的很好，	5
跑到100码风噪也几乎听不见，控制的很不错，	5
买车就是为了方便平时上下班，表现很不错，	5
造型也不错，同事都很羡慕，很有面子。	5
轮胎尺寸和型号太2，	1
动力也很差劲，	1
前置前驱更是2到家了！	1
这价格应该上锐志的V6+FR，那样才说的过去	1
一种大气沉稳的印象，	5
另外米色内饰更显温馨，适合家庭用车，	5
内部设计更时尚稳重，相比老款提升了一定档次，	5
还有安全系数也因全系标配ES和上坡辅助而有所提高，	5
感觉还不错的内饰吧，整体的设计风格很简单，	5
但是毕竟还是价格方面的影响，用料上很粗糙，	1
做工还可以，不会是很满意，但是还是可以接受的。	5
外观上耐看拉风，	5
整个车的做工非常不错，很实在，	5
而且空间上很充足，实用性比较高，	5
就是感觉手动变速器不太好使，	1
感觉还是变速箱的技术方面不是很好，	1
其他的倒是没有什么大问题，都可以接受。	5
特别喜欢里面的装饰，	5
2012款宝来沿用大众品牌一贯的简约实用风格，很符合我的品味。	5
而且外形也很霸气，很有档次哦。	5
买回来我们家就轮着来驾驭它了，朋友也有事没事来借车开。	5
哈哈看来是买对了	5
总的来说小三还是挺不错的，	5
虽然有点小瑕疵，但是也能接受，毕竟便宜嘛。	5
而且空间还那么大，动力也还挺足的，性价比真心挺高的。	5
唯一不爽的就是，起步有点肉肉的，	1
给人厚实而又不失美感的一款的车型，	5
空调性能相当好呢，	5
驾驶室的空间很大，	5
货箱也很长，不仅可以装更多的货，就是和朋友一起出去玩也不会丢脸哦！	5
最近流行运动型轿车，本田的思铂睿很不错，	5
配置强大，发动机强劲，安全性一流，	5
特别符合我这种好动、安静不下来的人开，打算存够大米了，就果断买下。	5
各方面还是都比较满意，	5
就是做工方面还有一定的差距，	1
希望厂家注意点隔音方面，	3
涡轮介入以前还正常，2000转以后声音真的是有点大，	1
悬架的话好硬，	1
希望广大的网友参考。	3
对于小四的空间是最满意的一点，	5
超长轴距，前后排都比较富裕。	5
媳妇说，坐在后排比前排舒服，	5
呵呵，我是没办法享受了，全家就我一人有驾照。	1
开了一周多的旗云5，没有发现什么太大的问题，总体感觉还不错。	5
虽然是新车，但车内异味不是很浓	5
方向盘很轻，质感和握感都不错	5
起步、加速有力，油门响应比较到位，	5
起步加速、制动减速，底盘显得很扎实	5
海马汽车性价比很高，	5
现在的国产品牌做的都不错，支持哦，	5
价格公道，做工精细，感觉一点也不比合资车差呢。	5
店里服务质量也非常好！	5
喜欢车尾部的简单设计，	5
另外C200标配了16寸轮胎和12辐轮圈，和车身优雅的本质配合得恰到好处。	5
个人最爱LED日间行车灯的设计，在下雨天尤其派的上用场，也很节电，看得出有环保的理念在里头。	5
H30的空间较大，很适合家用，开了几次之后就慢慢熟悉了，	5
小H的操控性还是比较好的，	5
我现在开着相当顺手，	5
油耗也比较低，	5
还不错，喜欢得很。	5
途锐是大众车系里造型最为成功的一款，	5
简洁有力的线条设计让整车显得很有档次，让一贯低调的大众风格突然转变了画风。	5
超高的性能配置和安全稳定性决定了它在大众迷心中不可替代的地位。	5
很多其他车一直以途锐为蓝本进行模仿，体现了它完美而经典的一切。	5
空间比较矮，	1
特别是天窗版本又占去头部位置，空间的头部空间更小了，	1
由于轴距较长，腿部空间还是很宽裕的，	5
座椅的包裹性较好，适合长途驾驶。	5
无论是它的外观、还是操控都是同等价位中性价比较高的，	5
开了1个多月了，感觉特别满意。	5
看了一些华晨的一些内饰图片，觉得设计一般。	1
尤其是仪表盘那块个人不太喜欢，	1
感觉周边有突出的话，里面显示的屏幕看起来反倒不直观了。	1
锐志动力，操控性比较好，起速也很优秀。	5
唯独美中不足的就是100公里开始车内躁音太大了，前后讲话很吃力，影响开车情绪	1
动力上丰田1.8的发动机加上6速手自一体的变速箱的确给力，稍微给点油就向前蹿，网友说推背感是很强的。	5
买的顶配的车，都不带倒车影像，这点真不知道厂家怎么想的，	1
希望后续能加上，这个功能还是很家用的。	3
买车有点周折，说到底是厂家产能低的问题，好多地方都没车，我这折腾了三个城市才提到车。	1
本人10年1月的新索自买车后出现的种种问题：	1
新索的隔音极差，车门总有响动。	1
新索的DVD用了半年已经坏了，读不了碟，售后极差。	1
最严重的是跑了一次高速发动机爆死，厂家找各种借口不给赔偿。	1
各位小心购买，血的代价！	1
买车选车的时候，进入大众4S店，老婆一眼就看中了新朗逸，	5
外形时尚，空间也足够家用，	5
虽然价格相对其它价位的同级别车型稍高一些，	1
最后还是买下了它	5
就外观好看点，	5
别的没一点好，	1
噪音太大，	1
冷车刹车刺耳响去4S查，他们说就这样子的，我觉得新车不该是这样子响	1
动力差，	1
逸动买了七个月了，发动机有异响，	1
都一个多月了，而且声音特别大，	1
去四S店好几次了，还是那样，	1
头疼啊郁闷啊	1
今天刚提了一辆蓝色低配的启腾M70，那颜值简直是车见车爆胎，	5
内饰空间大，载重1.5t，青岛啤酒能装77箱，比较实用，	5
老板也非常热情爽快，不仅买了新车还交了朋友，很值得！	5
外形美观大方，多功能方向盘倒车影像定速巡航冷暖空调应有尽有。	5
油耗低我喜欢，	5
一键降窗不喜欢随便一按就到底了	1
缺少行车安全锁。	1
自己的第一部车我喜欢	5
希望厂家继续努力以后换车还换凯翼。	3
一直想买一台适合家用的车子，看来看去还是和悦RS合适，它的外观和宽敞的空间是我最满意的地方。	5
而且RS有三高，性价比高，安全系数高，舒适性高！	5
摇控钥匙做工精致，功能全，可摇控开启四门玻璃和后备箱，	5
我设成一下只开左前门，按两下中门全开，	5
摇控距离也超远，50米以外也没问题。	5
非常方便的说！	5
车身尺寸比途观的那些SUV是足足大了一圈的，	5
所以内部空间自然也是大，	5
七座的安排合理，	5
前两排空间没问题，	5
第三排做成年人比较局促，只能坐小孩或者放东西。	1
1年2万公里开下来问题暴露无疑，	1
我被新福的外表欺骗。	1
现在起步顿挫，异响，油封漏油。	1
网上关于此类问题铺天盖地，福特一直沉默。	1
远离福特！	1
变速箱垃圾，车有何用？	1
C2车的内饰确实不怎么样，	1
后排空间略小，座椅不太舒适，	1
后视镜可视范围较小，	1
发动机盖薄弱，	1
后掀门接合缝隙过大，	1
前雨刮器有一只竖不起，电动车窗开关别扭。	1
9200km刚做完二保，新手新车。油耗比想象的要实惠，	5
偶尔上高速，平均7.8，能接受。	5
车身重，过弯比较稳，高速170不会飘。	5
内饰饱满，有层次感。	5
人性化设计我喜欢，特别是光线不足会自动开头灯！	5
我试过这车新车还可以就不知道以后怎么样了。	5
动力还算可以	5
就是起步提速没有冲力，稍慢了点	1
其他也还可以。	5
外形难看，一看就是日本的风格，做工较差；	1
车身宽大，内部空间大，用途广泛；	5
日本进口动力，操控不错，载重力很一般。	1
我的雪佛兰车型是低转速发动机，它的换挡时机是在1800转到2000转左右所以加大油门反而会更耗油，	1
车速提不起来。	1
真的是没办法啊～！	1
考虑买柴油就是为了省油，这个车一开始就比较相中了。	5
且先不说它的外形，就但看它的发动机，就动心了。	5
确实省油而且还耐用，	5
这车皮实啊。	5
虽然内饰不怎么好，中控台那里做工也比较粗糙，密封性也不是很好，但最重要的是发动机跟底盘这里的硬件设施，是买下它的主要原因。	5
刚买的三世！各方面感觉都不错，	5
就是觉得发动机声音大！	1
别说加油的时候了就是怠速的时候听起来也比其他车声音大	1
对CC这款车，真心的觉得动力给力发动机声音好听四驱系统悬挂系统舒适，	5
没有ACC系统..且不行加装！	1
偶尔有异响但是都可以处理掉	5
外观上耐看拉风，	5
整个车的做工非常不错，很实在，	5
而且空间上很充足，实用性比较高，	5
就是感觉手动变速器不太好使，	1
感觉还是变速箱的技术方面不是很好，	1
其他的倒是没有什么大问题，都可以接受。	5
前排两座位在起步或转弯的时候有噶噶噶的异响，	1
两个座位都有，声音比较明显，	1
基本上坐我车的都能听到这声音，好像是螺丝接口发出的声音，	1
车子才跑了5000公里，实在是受不了了。	1
外观大气、稳重，有点宝马3的感觉，	5
内饰也不错，	5
1.6SEAT耗油也比较理想，平均6L左右，	5
操纵上非常容易上手，很难灭火，	5
一个新手也感觉得非常好开	5
今天去4S店了，服务态度不错，	5
看到车型基本上市满意的，就是价格还没有谈好，	5
希望买过车的可以给个参考价，1.6L带导航，带天窗的，谢谢大家了。	3
出色的操控性能，	5
良好的底盘加上独有的方向盘设计，使得小四无论是在城市中奔跑还是在郊区中漫游，都能如我心愿的前进。	5
柔韧适中的底盘悬挂在车辆在行驶中始终保持着平稳性，大大减少了颠簸感，给我带来的舒适感受。	5
力帆620从车头到车尾，并没有过多花哨的装饰，线条简洁流畅，	5
这样的做法虽然少了几分用来诠释细节的设计，但却换来整体的协调和车身工艺的保证，	5
整体造型成熟，而没有某些品牌的拼凑、组装的劣质感。	5
整体外观还行，省油，价格也行，	5
但内饰太粗糙，	1
发动机质量不过关，	1
在北方冬天发动不起来，售后服务质量差在全世界无人能比！	1
提车一个星期，过路面不平的地方明显感觉天窗异响，	1
声音连续且明显，非常影响驾驶的舒适度…	1
希望现代能早日解决此问题！	3
内部空间是同级车中的佼佼者，	5
本人183，无论坐在驾驶或是副驾驶，还是后排，感觉很宽敞，活动自如，坐5个180的壮汉也没感觉到拥挤，	5
还有内饰做的很不错，很大方很大气。	5
外形失败，内饰太土，	1
空间还将就可以，	5
买6—8万差不多，高了不好卖。	1
如果动力充沛，还是能吸引部分车迷。	1
这款车总体来说还算不错的，	5
要是刹车不这么软的话，会更完美的。	1
当然，他的好也在操控上面，配备XDS在弯道转弯时，非常有感觉，	5
我非常看好他的市场表现力，也相信他的使用人群肯定是懂车懂生活的。	5
V5拼接不均，看看方盘一边大一边小，	1
后空调出风口就不指望了，最起码做个杯架什么的，	1
后排中间又没有头枕。	1
不过外观挺好看的，	5
但国产车也太贵了！	1
最高配不超8.5万差不多！	1
外观很漂亮，内部空间很大，适合一家人出游！	5
反光镜超大，基本无死角。	5
缺点：驾驶室座椅手动，座椅是布料的，这方面与同价位车相比相差很大！	1
2011款骏捷车内的设计发生了质的变化，清新时尚的气息扑面而来。	5
老款中庸的桃木装饰全部消失，取而代之的是黑色面板与大量镀铬装饰的搭配。	5
设计风格也更趋向当下的流行趋势，	5
2011款骏捷真的很年轻。	5
我当初就是觉得外观还行，发动机还可以就买了一辆赛马，	5
结果车子里面到处发异响，	1
那开车的感觉实在难受，你会真正感受开破车的滋味。	1
新款桑塔纳上市后，我就对她格外关注。	5
首先说在外形方面。新款桑塔纳的外形跟原来比，简直是脱胎换骨。用一个词形容就是时尚。	5
前脸、大灯、腰线，尾部都进行了全新的改造。整体风格更迎合时下的潮流和大众的喜好。	5
新朗逸外形时尚硬朗，	5
中规中矩的设计，同时给人稳重气质，	5
这不就是传说的经典吗？	5
另外大众车一体冲压成型，激光焊接的做工工艺，给人十足的安全保障。	5
我感觉提速特快！	5
发动机也特别安静，可以跑195	5
而且也没有别人说的发飘，	5
就是空间小车皮薄	1
之前一直买的国产车，小毛病不断，	1
经朋友介绍，购买的上海大众斯柯达德系车，一进店就相中了明锐，	5
期望值达到后，当天提的车，跟销售顾问也比较谈得来，相当爽快的。	5
内部空间挺大的，外形也好看，	5
试驾了一次车的性能挺好，	5
性价比也高。	5
家人也都喜欢。	5
外形像大切，流线感明显，	5
运动感十足，安全，	5
油耗比较低，既适合家用，又适合单位用，	5
我的是家庭自用，很不错！	5
做梦也想不到这汽车质量这么差，	1
电动门窗上下不灵，内装饰一塌糊涂，用垃圾塑料做的，都变形了，	1
汽车油门重，开车时声音好像拖拉机，太次了，	1
问问北京汽车厂领导怎么管质量的，就一外观好看点，其他都是垃圾配置。	1
专门糊弄我们这个档次的消费者吗？	1
小三的操控性能还是挺好的，在转向的时候比较平稳；	5
但是就是转向在原地打的时候比较重真心的累啊！	1
和WL的比比也差多了！	1
操控性真的很好，	5
各项需求都符合本人口味，	5
悬挂我觉得也很好，个人喜好吧，	5
外观时尚，霸气，动力充足，动力输出线性，	5
3.0V6和四缸发动完全不一样，自然吸气才是王道。	5
不满意的是没有全景天窗和后排没有空调出风口	1
真是便宜无好货，简直是上当了，	1
买了不到一年毛病太多了，车门子经常打不开，车窗无缘无故的不听使唤，这么短的时间减震器先换了一次，而且耗油多，	1
气的给卖了，感觉甩掉了一个大麻烦。	1
车太重，耗油，	1
价格贵，不划算，	1
越野性能太差，忽悠人。	1
可比性一般，通过性一般，	1
空间太小，整体流线太短，	1
车头太厚太过笨重，驾驶视线不好。	1
思域在配置上还是比较先进的，	5
内饰也足够精致梦幻，	5
就是因为它先进的配置才保证了车的安全性能，	5
家里孩子比较多，安全第一，是我选择思域最重要的原因。	5
方向盘和中控的造型很不错，应该是微型车里最好的，	5
但看驾驶门的控制面板上没有电动后车窗的按钮，实在是个非常令人遗憾的地方。	1
小奔不错，我开啦一年多没有出过什么毛病，	5
动力还可以，空调不错，	5
市区油耗5.6上高速5.0，就是皮溥了点，	1
几万元的车能做成这样以经很不错啦.	5
经典全顺外形大灯很喜欢，	5
动力好，也省油，	5
只是挡把有点长了，不符合年轻人的习惯，	1
希望厂家做称像新世代全顺一样的挡把。	3
外观漂亮，操控尚可，	5
但是车内味道真心大，	1
售后简直无语，	1
送的倒车雷达，结果探测距离只有0.5m，而且反应不是一般的慢啊。	1
家用车，电子助力方向盘非常轻便，	5
底盘没大众扎实，但有很大进步。	5
高速7个多油，平时特别高，上班近，来回4公里，所以平时油耗特别高。	1
悬挂一般，独立悬挂没感觉出来什么特别舒适的。	1
帕萨特也开了一段时间，总体感觉很好，	5
大众车的品质不是吹出来的，做工什么的也很上档次，	5
操控性能也让我很满意，	5
目前还没有发现什么大毛病，等后期再好好磨合磨合。	5
刚进入车厢，我就感受到了风神A60那堪比轩逸的怠速表现，	5
车内非常安静平稳。	5
起步也十分轻松，	5
随着车子起步，斯文驾驶时发动机的转速并不会轻易上升，	5
车子内听到来自发动机的噪音也不大，	5
这种感觉很高级。	5
油耗，配置，外观都是很不错的！	5
看朋友开的这个车，就感觉很不错，	5
空间也很大，	5
自己就到4S去看了一下，整体感觉都不错！	5
自己买了个开了5个月，感觉很不错，	5
油耗基本在5角左右，空间也很大很实用！	5
15号买的IX35全景天窗版，18号后天窗玻璃无缘无故碎了，	1
去找她们却说是人为的，跟车的质量没关系，	1
我让他们鉴定，他们还推诿说要我报警，	1
MD，现代太缺德了	1
轮胎固然是使翼豹在弯道上落后的重要原因，	1
但我们还是发现，其操控性确实也与马自达3存在差距。	1
相比而言它的方向盘路感比较模糊，准确性欠佳，直接影响了高速变线测试的成绩，	1
再加上轮胎抓地力不足，在突然变向时的转向不足也很难通过油门来修正，	1
这时四驱系统并没有发挥它应有的作用，使翼豹的表现更像一辆前驱车。	1
风光580的空间宽敞、内饰非常齐全、	5
而且颜值特别高，选中它不意外了。	5
内饰一般，	1
但是做工上来看还是很细致的，	5
尤其座椅是真皮的，缝线的位置都很好	5
后排坐上去感觉还是离前排有点近，空间上后排是个短板，	1
前排空间倒是很充裕。	5
购车2个月了，非常满意，支持一下。	5
外观非常的漂亮大气。	5
油耗也很满意，	5
不好的就是发动机声音，有点大了，	1
不过国产车，可以理解。	5
对于家庭代步微轿，还可以胜任了。	5
408设计很到位，	5
我喜欢那个大嘴以及发动机盖上的筋，	5
还有尾部也很成功。	5
质量没真正体会过，不过感觉和307一样，都挺扎实。	5
外观可爱，适合女孩子开，	5
不过毕竟是廉价的车型，配置不是很好，	1
给我的感觉尾部屁股不好看。	1
内饰后座坐起来感觉很憋气，	1
后窗口希望是以后改动的一部分。	3
车提速很快，超车很方便，	5
刹车也比较不错，	5
车子以皮实耐用、维修简便且相关配件和售后服务价格低廉而著称国内	5
油耗0.5元/公里以内，噪音有点大，	1
后尾箱有时非常难盖，	1
但相对于这个价格、配置，从性价比看应该是值得购买的车。	5
感觉还不错的内饰吧，整体的设计风格很简单，	5
但是毕竟还是价格方面的影响，用料上很粗糙，	1
做工还可以，不会是很满意，但是还是可以接受的。	5
说说缺点，内部的装配不是很好，	1
很多地方夹缝都比较大；	1
CD机开了就有电流声，但现在习惯了，	5
CD机跟说明书的操作有出入，少了几个音色；	1
开了空调声音还是有点大，没相象的那么安静，主要还是电子扇问题。	1
雅特越开越顺我的雅特已经跑了3000KM，越来越喜欢	5
厚实，有劲，造型美！	5
油耗低速有些高但高速非常低，刹车感觉很好。	5
大众一贯的低调又奢华，同样这款车在我看的第一眼就相中了。	5
外观更加时尚，内饰更加灵动，动力更加充沛，是大众的精品之作。	5
