clause	polarity
车子外观现代感霸气十足，运动元素非常明显，辨识度很高，	5
充沛的动力保证了驾车的乐趣，	5
丰富的安全配置也能最大限度保障驾乘者的安全。	5
虽然油耗偏高，但ATS-L依然是追求运动时尚者的不二之选。	5
小二的外观是我和媳妇最满意的，	5
小越野，底盘高，坐姿比较高视野开阔，	5
两厢充满活力，前脸看起来是最巴适的刚劲有力，	5
油耗低，性价比高，用着合适，值得购买。	5
一直很喜欢suv的这种风格，只是苦于进口车的价格。	2
现在好了，我们也有了自己的suv了。	5
觉得荣威的这款SUV无论从外观还是内饰上都很不错，	5
价钱上也很贴心，是咱一般的SUV爱好都所能接受的。	5
雅阁的路噪八代雅阁2.4开到现在已经近半年了，感觉这款车对路面比较敏感，	1
路面越粗糙，振动和噪音就越大，	1
做了全车隔音，安装缓冲胶后声音小了一些，也低沉些，但仍然很明显。	1
建议对噪音比较在意的朋友慎重考虑这款车。	1
发动机异响，	1
变速箱漏油。	1
开了一年多修了三次，	1
便宜是便宜，做工粗糙就不说了，	1
但像发动机这么重要的也不靠谱。	1
买了后悔。	1
我的车开了1万公里就出现两次方向机油漏油情况，	1
两个大灯都出现进水情况，	1
而且雨刮器噪音太大，	1
车辆发动后方向盘抖动太大，	1
车速到100以后发动机声音太大，	1
我对这款车已经完全失去信心，准备买掉，坚决不买国产货。	1
最喜欢的是这车的外观，	5
我也说过了我就是看上了这车的外观了，	5
整车优点大于缺点，	5
当然了，车无完车，缺点就是内饰中控台塑料感太强，有异响。	1
大7mpv陪我有段时间了，可我对它的热情已然不减当初，越看越看漂亮，	5
外观大气，配置高端，让我越来越爱它	5
非常漂亮的外观，精致的内饰，超过BMW5和AUDIA6的内饰工艺水平。	5
总体来说，这台车不错！	5
值得有钱的朋友们考虑、选择！	5
总体感觉NV200的空间还是很充足的，平时可以拉人也可以载货，	5
后排座椅可以折叠，能腾出不少空间放很多东西。	5
车身没我想象的厚，略显得有些单薄，	2
整体看起来还行。	4
车子在行驶过程中内饰部位总会发出莫名的异响，	1
尤其在馈电状态下，车子的顿挫感稍微明显的时候，中控部位的异响最明显，影响司机开车心情。	1
乘坐空间设计还算是合理，	5
就是后备箱容纳量有点小，车子代步生活中难免不会拉几个稍微占地的大块头，每次都塞不下去~	2
S6拥有漂亮的外形，超大的空间，	5
新模具做出的精细内饰，电子化智能化配置很齐全，	5
较高的离地，最主要的价钱和适合老板姓，很实惠的一款车。	5
当时考虑的车也很多，这辆车最终是唯一能够满足我所有需求的，	5
外观漂亮，动力也够用，	5
高科技功能也比较全，	5
空间也实用，	5
总体来讲还是满意的，	5
希望质保期内把所有小毛病都暴露出来修了以后安安心心开！	3
驾驶员侧车门控制区集成了门窗以及中控制锁的控制键，整体做工十分细致，间隙均匀。	5
使用时发现各按键的阻力适中没有松垮的感觉，	5
但是按键并没有采用静音设计，触点声很明显。	1
逍客的车子在内饰方面都是走实用路线，实用性很强，	5
做工也很精细，材料方面也很厚道，	5
这样的车消费者开着舒心。	5
刚提车两天，觉得这个价位国产车里没车能比，	5
小三的关门声音很闷，听上去就像高档车，	5
隔音效果也不错，	5
再开两个月准备交作业，希望小三不要让我失望。	3
第一次看到歌诗图的时候，真的有种惊艳的感觉。	5
外形和颜色都让人印象深刻，	5
刚开始看见这款车时就被它的外观吸引，它拥有流线型的车身设计兼有有跑车的风格。	5
歌诗图拥有SUV的通过性毋庸置疑，从它地盘据地面的高度就可以判定。	5
1年2万公里开下来问题暴露无疑，	1
我被新福的外表欺骗。	1
现在起步顿挫，异响，油封漏油。	1
网上关于此类问题铺天盖地，福特一直沉默。	1
远离福特！	1
变速箱垃圾，车有何用？	1
空间对于我这个两口之家来说是够用了，基本不用后排空间。	5
前排空间比我想象大，	5
除了空间大感到舒服外，这车没什么舒适可言吧，	1
外观是很拉风的，看着是很经典的设计，	5
动力很强劲，	5
轮毂和车的造型是很相符合的，	5
操控、舒适性都是很不错的，	5
空间也是很大的麻痹很多的同级车强多了	5
和C30比，价格高2万左右，	1
车长、宽、高和轴距、内部空间均小于C30，	1
悬挂也没有任何优势，	1
内部配置和安全配置更不及C30，又是思密达的合资车，看不出任何想买K2的冲动。	1
微笑设计的座椅：座上去腰部不太踏实，有空的感觉，	1
头枕几乎也不起作用，	1
因为突出了背部，腰和头就只好受委屈了，	1
名字起的好听，但并不实用。	1
才行驶17万公里，发动机缸体有沙眼，进水、漏气，修理费就遭了7.3万！	1
不久前还换了四个钢圈，超级耗油，小毛病多！	1
我进入车内空间坐了下，感觉到了日系车的气味——恶心的化工味，	1
而内部做工更是粗糙，真皮座椅的针线都不是很均匀、细腻。	1
运动版相比老款确实好看多了，	5
比如方向盘，轮毂都改得不错，	5
配置也增加了，比如胎压监测，	5
希望运动版能有两种内饰可选，因为全黑内饰有时给人压抑感。	3
内饰设计有待改进，比如空调按键，音量按键改成旋钮更好。	2
最终选择小六是因为性价比很高，油耗低，内室空间大，自驾舒适，	5
在10万以里的车型中，骏派D60脱颖而出，	5
众多家庭都选择了它，我也不列外，拥有了它	5
我感觉尊驰车最大的毛病不是别的就是底盘技术，	1
车噪音很大，特别是开中速的时候，胎音和底盘的声音感觉很不舒服。	1
外形难看，一看就是日本的风格，做工较差；	1
车身宽大，内部空间大，用途广泛；	5
日本进口动力，操控不错，载重力很一般。	1
加93#100能跑个200公里左右。	5
音质也特别的好	5
2011.12.26曰购车，外观好看，车行驶中感觉也不错，驾驶座位舒适，音响不错，车小洗擦方便。	5
整车感觉油耗理想，内饰，外观不错；	5
车子太轻，跑高速真是也就140了，在高就飘得厉害，	1
配件太贵，透明度不高，车前大灯不行，非常有必要提高，	1
轮胎窄，过弯测得厉害	1
外形，还记得刚买这车的时候，开在路上会有人开车追着问这车在哪买的，停车的时候也有人过来打听。	5
还有就是操控配置，在同级别SUV中配的比较全，安全有保证。	5
非常喜欢volt的外形，很帅很有未来感，	5
内饰也很漂亮，中控的液晶屏设计得很巧很精致的感觉，	5
真是期待这车早点在中国上市而且价格也是在我能接受的范围内	3
我4月底买的车，目前跑了8800KM，市区油耗目前是16.９L/100KM	1
发动机和空调声音比较响，	1
主要是细节欠佳，	1
猛然加速，声音特别大。	1
我的赛拉图GLAT是2010年9月22日提车的，开了近2万公里，车辆本身没有出过任何毛病！	5
本人开车也非常小心，也从未与别人擦碰过！	5
不满意的是：2010款低配赛拉图减配太多：	1
没有前雾灯，没有发动机盖，没有前后隔音棉，没有阅读灯，后排没有扶手等等。	1
另外车辆隔音较差，发动机声音较响，胎噪大（锦湖轮胎的原因）。	1
小毛病少了很多，跟以前的车比好很多了。	5
操作得当的话耗油在10.5左右，还可以。	5
帕萨特也开了一段时间，总体感觉很好，	5
大众车的品质不是吹出来的，做工什么的也很上档次，	5
操控性能也让我很满意，	5
目前还没有发现什么大毛病，等后期再好好磨合磨合。	5
买了3年不到，就开始各种小毛病层出不穷。	1
玻璃升降器坏了N次，关门不严，总是漏风，	1
胎噪很严重，	1
除了中控好看，别的性能真是寒心。	1
外观太亮眼了，特别的上档次的车，	5
我也是为它的性价比买的，也为养车省钱省心买的，	5
何况它还是新能源车，买车有补助的。	5
胜达的舒适性我是给满分的。	5
空间足够的大，三排座椅坐得下7个人，一点都不拥挤压抑。	5
真皮的座椅有加热通风功能，角度调节想怎样坐就怎样坐。	5
外观比较大气，	5
开起来比较舒适，比较稳。	5
油耗表现超出预期，现在一公里5毛钱不到。	5
动力够用。	5
综合来讲，这款车还算比较好，现在为止没有小毛病。	5
第一感觉就是起步特轻松，	5
发动机的声音也很小，	5
另外就是操控性，没想到一款小车如此灵活，	5
在我们这小城市人比车多的路上跑起来简直是如鱼得水，	5
一般车是比不起的，相当顺手，	5
这一点挺让我吃惊的。	5
当初买车时冲着307去的，结果到了4S店，相中了308，	5
先不说配置动力等等，光是这个外观造型确实够拉风，	5
除了标致家族惯用的狭长的前大灯，引擎盖上4条硬朗的线条让小8看起来性感，	5
我比较喜欢这样的造型，时尚而且看起来比较有活力。	4
我家买了轩逸，但是底盘太软，悬挂便宜的那种，	1
日本车就是坑消费者，	1
车门的放东西的格子太小了，只能放些文件啊啥的，水瓶根本放不下，	1
没有后保险杠，很危险，一撞外壳就软了，太不好了。	1
驭胜的车灯是我开过的车的灯中最亮的，	5
夜间行车照的一清二楚，走夜路再不用担心了！	5
加上底盘高，开着大灯行走，有种扬眉吐气的感觉，夜里开着一样爽哈	5
结实有力的外观一看就知道这是款越野车，	5
在3.2L强大动力和扎实底盘的支持下，野外越野不在话下，	5
关键是还能保持良好的舒适性，这个很难得	5
全新爱丽舍10W左右，我比较感兴趣的就是它最新的EMP1平台，	5
说白了，EMP平台的优点主要是能够有效节能减排、大空间、低油耗、丰富的配置和高性价比。	5
全新爱丽舍的底盘不错，跑长途下来不会很累。	5
新桑优缺点：刹车异响，不是都有的，我的响过一次。	1
方向盘助力是最满意的一点，	5
比老桑轻，比日产车和比亚迪重，100公里时速以下非常舒适，	5
座椅比较舒适，减震适中，比日产车略硬，比斯柯达昕瑞软。	5
时尚动感的外观，让人看了不喜欢都难，	5
内部空间不小，坐进去感觉很舒服。	5
这车的外观感觉很适合改装，	5
真的是很喜欢这款车。	5
最为欣赏的还是世嘉的行驶质感，	5
它在高速行进中的稳定性非常高，车身不发飘，	5
方向盘也非常稳重，轻微地松开双手，发现车身的直线性非常优异。	5
这车非常智能，灯光和雨刮基本可以不用你去操心的了，	5
语音导航真的很好，一边开车一边打开导航非常安全，完全不用用手去操作，只管开好你的车就好了。	5
全景摄像头对于我这样的新手非常实用，再也不用担心倒车入库等问题了。	5
原打算今天去定一台，试驾时动力强劲，内饰空间都比较满意，	5
但噪音太大，我老婆在后边都感觉头晕。	1
如果能把噪音降下去，我坚决支持国货。	3
优点，好看美观，油耗还算满意，	5
底盘稳定空间宽敞	5
缺点：行驶噪音稍大，价格稍微高点。	2
倒车视线不很满意。	2
其实E2801.8T的排量基本适合家用了，	5
我觉得这车最吸引我的地方就是它的：内饰做工，像精致手表般的仪表，还有足够大的后排空间。	5
这车在乘坐时可以感觉到前排座椅对于背部的支撑与包裹十分到位，	5
同时前排座椅坐垫长度也很合适，对大腿部分的支撑充足，	5
好羡慕啊，有钱果断买。	5
最喜欢这款车的外观，外观动感时尚青春，	5
而且空间很大，坐在里面很舒服不觉得挤，	5
悬挂很好，过坑洼地带很顺畅。	5
但是动力有点点不足，	2
特别是起步加速的时候，感觉有点肉，	2
不过对于家用来说已经完全足够用了。	4
动力上丰田1.8的发动机加上6速手自一体的变速箱的确给力，稍微给点油就向前蹿，网友说推背感是很强的。	5
买的顶配的车，都不带倒车影像，这点真不知道厂家怎么想的，	1
希望后续能加上，这个功能还是很家用的。	3
买车有点周折，说到底是厂家产能低的问题，好多地方都没车，我这折腾了三个城市才提到车。	1
我最高跑过140，高速时车速在120公里以下，车身比较平稳，	5
并线时车身的表现很不错新爱	5
发动机高转速时表现很不错，	5
踩油门发动机相应比较灵敏。	5
空间设计挺灵活的，可以坐人也可以拉货，	5
只要把后排座椅有序收起来，就能腾出不少空间用来放货，瞬间由载人车变成载货车，实用性更强。	5
在2000转的转速时有点抖	1
120公里时速时发动机暴躁期声音比较大	1
胎噪大，特别是高速开后车窗时，如果车轮缝隙上在夹有石子，声音很不舒服。	1
其实这个车做得还算中规中矩，	5
价格低廉，试了下性能还不错，操控也都ok，	5
但是为什么不能有点自己的个性呢？	2
如果能脱离mini远一点该多好啊！	2
看那个外观，实在是下不去手！	1
上海大众出这个车就是吭爹的	1
这种配置首先不符合GTI这三个字，	1
增压是单增压，动力不如GTI；	1
悬挂也不是全独立悬挂，控性不如GTI；	1
轮胎是韩泰的，	1
足见上海大众是在极力降低成本，然而卖到15w9这个价格真的很吭爹。	1
中控台没有时间显示是一大败笔！	1
仪表盘过于金属感、时尚感、运动感觉，不够优雅美观。	1
方向盘增配的按钮设计简单就是另一败笔，	1
颜色不协调，按钮突出设计手感不好，集中在左侧过于烦锁集中影响操作，这一点的设计应向速腾或凯美锐学习。	1
购买了1辆，油耗在11个，性能很好，噪音很小，	5
奔驰的发动机，不错，热车后，几乎听不到怠速的声音。	5
开到150公里，很轻松。	5
是个好的高档商务车。	5
轮胎尺寸和型号太2，	1
动力也很差劲，	1
前置前驱更是2到家了！	1
这价格应该上锐志的V6+FR，那样才说的过去	1
2012款总的来说还行。	5
油门有点小问题，起步和换挡提速有点延时，	2
油耗有点高，磨合期我在8.1个油左右。	2
尽在不言中了，流体雕塑造型的外观，走到哪里都是焦点。	5
尤其是上市以后至年底这大半年时间，索八还不太多见，开车出门总会获得极高的回头率。	5
车子豪气十足，	5
大气的外观和那些更加贵的进口大型越野车相比可是更加有味道的，	5
机械底子都差不多，配置好要高一点，所以性价比那是相当的好。	5
车头太难看了，缺少了SLS大气和霸气	1
不过中控及仪表貌似科技多了。	5
整体评价，性价比不高，看来等了半天还得要考虑其他车了。	1
变速箱有点毛病，挂档有点费劲，	1
高速行驶时方向指向性不太准，	1
后减震硬，管路老是开裂，	1
车内噪声挺大的，	1
内饰不太怎么好！	1
我当初就是觉得外观还行，发动机还可以就买了一辆赛马，	5
结果车子里面到处发异响，	1
那开车的感觉实在难受，你会真正感受开破车的滋味。	1
车子先上坡马上下坡会有异响，	1
1万公里轮胎侧面开裂，之前报发动机故障，	1
行车电脑显示油耗7.4，实际油耗应该更高，	1
以后换车不可能考虑这牌子了	1
最满意的是整车的做工扎实，质量有保证，非常满意沃尔沃这款车。	5
但是还是希望能够改进的是这车的悬挂调校的过硬了，不是很舒服。	3
小六的空间挺大的，我身高182坐里面不顶头	5
但余量空间也只有3指左右了	1
动力，加速舍得给油门还是比较快的	5
在这个价位绅宝还是很不错的啊，	5
安全系统很棒，	5
舒适的操控性我也是很满意的。	5
外观也是很大气漂亮滴、	5
空间也是足够日常使用，本人个子本来也不是很高。	5
途锐是大众车系里造型最为成功的一款，	5
简洁有力的线条设计让整车显得很有档次，让一贯低调的大众风格突然转变了画风。	5
超高的性能配置和安全稳定性决定了它在大众迷心中不可替代的地位。	5
很多其他车一直以途锐为蓝本进行模仿，体现了它完美而经典的一切。	5
外观可爱，适合女孩子开，	5
不过毕竟是廉价的车型，配置不是很好，	2
给我的感觉尾部屁股不好看。	1
内饰后座坐起来感觉很憋气，	1
后窗口希望是以后改动的一部分。	3
空间表现也不错，	5
当时刚上市去买，主要还是被外观吸引住的，	5
试驾过之后感觉总体还不错，	5
空间也够宽敞的，	5
内饰设计也不错，	5
开了两个月了，感觉还不错。	5
福田汽车是我创业的选择，价格便宜，质量很好，	5
虽然有时候会出点小问题，但动力和舒适型绝对可以掩盖它的小缺点。	5
越野性能好，	5
内饰方面一般，	1
如果有比亚迪速顶配锐的内饰再加上一个空气净化器和一个时尚的日间行车灯的话会更完美。	2
并且希望日后推出1.0T自动挡，价格和现在的这款车型价格一样就可以。肯定销量惊人。	3
细节问题较多，	1
比如噪音大，离合器有异响，油耗没那么少，油漆比较薄，	1
冬天发动机声音响，还有什么电磁阀声音响	1
这是一款天津一汽前所未有的，比以往的风格要转180度大转弯的强劲之作，	5
不管是从外型还是到内饰，还有安全配置方面，骏派D60都做得很如人意	5
到店后试驾才发现，众泰Z500空间大，非常大，这是我喜欢这款车的一大原因，	5
买回来之后，油耗、动力方面更加满意，	5
真的是性价比超高的一款车。	5
最满意的就是新桑塔纳现在的外观了，跟以前的桑塔纳比更具有美观感，	5
采用大众家族式的前脸，更加时尚，	5
新桑塔纳的侧身线条和无缝焊接很有技术感，	5
不论是从外观，内饰还是动力方面都有了很大的提升。	5
对菱仕一直有着非常大的好感，好感源于他的全景天窗，	5
再加上第一次试驾他的动力系统和操控系统也给我很大震撼，	5
所以v6我比较喜欢。	5
最满意的还是性价比很高，	5
价格不贵，	5
空间不小，	5
动力1.5的也足够用了.	5
很适合年轻人，	5
车的底盘相当高.	5
当然在做工方面还是希望能够在改进一下。	3
性价比挺高的一款车，	5
要外观有外观，还省油，	5
就是动力上反应的稍微慢了点，	2
但是影响不是很大，	4
驾驶了这么上时间我还是很开心的，让人很满意的一款车。	5
刚上手一周就出现问题了，	1
左右转向灯没有声音，倒车也没有BB的声音了，	1
加装升级版的导航后，问题多多，	1
一就是导航死机，	1
一就是有音乐没左右转向和倒车声，	1
4S店的人也没有人回应，	1
雪佛兰的服务态度就这样了吗？	1
最近上高速时，开120竟然抖的很明显，	1
不知什么原因，真郁闷啊。	1
还有就是此车噪音较大，动力不如老款。	1
建议大家想买时要考虑清楚。	1
去看过车，外观很漂亮，大气。	5
内部用料和做工太差！	1
和开瑞优优比多了中控锁和前电动窗。	5
但内部比开瑞优优就有点差距，但比开瑞优优整体要好看！	5
缺点：隔音较差，	1
发动机的轰鸣有点像跑车，	1
说实在的发动机的力度也像跑车；	1
档位行程较短应该算优点，但档位感不是太明显，需要适应；	2
挂档杆和中间储物箱的设计很不合理，两者距离过近，挂档时必须抬起肘部，	1
这是我最难以忍受的；	1
逸动买了七个月了，发动机有异响，	1
都一个多月了，而且声音特别大，	1
去四S店好几次了，还是那样，	1
头疼啊郁闷啊	1
这车空间确实是宽敞，这点大家都可以去看看，	5
高大的车身在停车场绝对不用担心找不到车，	5
舒适性也很不错，	5
商务气息也很符合对这个车的需求。	5
刚买的三世！各方面感觉都不错，	5
就是觉得发动机声音大！	1
别说加油的时候了就是怠速的时候听起来也比其他车声音大	1
最满意的应该是他的外形了，	5
另外这个车虽然看起来小，但是在同级别里面轴距达到2655，全是最长的了！	5
不满意的是内饰欠佳	1
开了850多公里了，在高速上100码还可以。	5
启动后在怠速状态下，感觉偶尔车身在颤动。	1
另外前排坐椅之间没有贮物盒，东西没处放。	1
空间和动力是我比较满意的，	5
旧款的4速升级成现在的6速后，顿挫感明显减弱，	5
动力也没得说，	5
后备箱超级大。	5
不满意的是内饰吧实在是太简单了，后座没有头枕，坐的时间长了那个难受啊！	1
东风标致508与同级车相比，在性价比、空间以及操控性方面都有较大的优势，	5
市场表现力相对来说比较不错。	5
总体看来，标致508是一款比较不错的家轿，	5
更高的市场销售量值得期待。	5
舒适性、操控性都好，	5
开车的时候就是觉着耳朵受不了，不知道是车内风压大还是噪音大	1
车子外观很大气，	5
空间也很好，	5
全景天窗虽然不能打开但是人坐在里面没有压抑感。	5
不满意的是内饰较为普通，	1
中控比较简单。	1
国产后减配了主动力分配系统。	1
环保和经济性能的平衡是它的特点，	5
美观大方，同级别车具有价格优势。	5
空间大内饰也还可以。	5
给人第一感觉不错。	5
车型还是那个经典的车型，这点还是很喜欢的，	5
内饰稍有不足，但还是很齐全，	4
不过现在2012款的8.68万高配版的很不错，	5
真皮座椅+天窗，还是很给力的	5
高尔夫GTI作为一汽大众近年来最重要的产品中规中矩的中控造型设计并无多大亮点，	1
但其用料之厚实、做工之精致确实值得一赞。	5
细节部分同样如此，触手可及的软性材料手感不错。	5
个人觉得这款车的外观非常漂亮，很大气，很显档次，	5
特别是白色的，走到哪儿都让人眼前一亮，回头率很高呀！	5
安全方面，买之前查了许多资料，这款车相对来说安全性能高一点，买了之后无论是开车还是坐车觉得很稳，没有飘得感觉。	5
确实是让人喜欢的一款车型。	5
进店看过战车，觉得M6的整个车身细节展示了比亚迪正在不断完善的模具工艺水平，	5
与之前车型F3上那些不均匀的缝隙不可相比，前/后大灯与车身的接缝处理的都很均匀。	5
对于自主品牌来说，这是一个不小的进步！	5
这车的价格合适，空间大！	5
做工在同级别中算上乘了。	5
不满意的是感恩版的内饰配置乞丐大家了，要什么没什么。	1
在空间和动力方面，威旺306优势明显。	5
其最大载货空间超过5立方米，前排座椅可向前折叠，最长装载货物超过3米，	5
座椅拥有多达11种空间组合，根据使用需求随机应变，灵活应对各种装运需要。	5
威旺306采用动力强劲的全铝发动机，比传统铸铁发动机重量减轻30%，散热性更好，明显降低发动机噪音，提高驾驶舒适性。	5
内部空间是同级车中的佼佼者，	5
本人183，无论坐在驾驶或是副驾驶，还是后排，感觉很宽敞，活动自如，坐5个180的壮汉也没感觉到拥挤，	5
还有内饰做的很不错，很大方很大气。	5
外观可爱，适合女孩子开，	5
不过毕竟是廉价的车型，配置不是很好，	2
给我的感觉尾部屁股不好看。	1
内饰后座坐起来感觉很憋气，	1
后窗口希望是以后改动的一部分。	3
车内内饰的细节还有待提高，	2
前车的A柱太大影响视线，	1
后备箱的后盖太沉，女生使用可能不会很方便，	2
方向盘下面鼓起一大圆柱，座椅如果调高的话，会对腿部有些影响，	1
前引擎盖下方的支杆不是液压的，跟车的档次很不符合	1
高转速发动机，基本上3000转以后自动换档。	5
莲花型的大脚果然舒服，	5
不仅跑起来飞快，而且相当稳，舒适度很高。	5
我最满意的就是空间和越野性能，这两点都是喜欢自驾游的我最需要的。	5
空间超大，躺在里面睡觉都不会觉得拥挤，	5
动力也强，终于可以自在的出去玩了。	5
外观太炫了，特别是日行灯，犹如终结者T800型的眼睛，透着股邪气，	5
外观是最让我心动的地方。	5
不满意的是储物空间设计的是什么鬼！	1
英郎GT前门内左右拉手太夸张了，弄那么大，影响了前排空间，	1
显得太笨了。	1
中控台按钮太多，	1
那么一个小车还搞什么空调分区控制，神经病	1
车子真心好，配置没话说，	5
但对我来说有两点不足，	1
一个是为什么不配全景天窗呢，全景玻璃窗也行呀。	1
还有就是希望你换车标，换了我绝对买比亚迪	3
看中思域的性价比才入手，	5
在同级车里，它配置算比较丰富了，	5
动力也不差，给我用绰绰有余。	5
媳妇也喜欢这车，天天跟我抢着开，	5
话说她开着也得心应手。	5
新车，400公里首保刚做然后发动机位置出现异响。	1
去检查维修后之后还有。	1
4S说的确是燃油蒸气电磁阀的异响，没法处理！	1
这个声音我怀疑是装配或产品质量问题！	1
空间非常好，适合一家人出去旅行~	5
动力还是有一点点不好，1.5T的排量带这么大的车子上坡是会感到吃力~	2
操控还不错，油耗比较低内饰比较精致性价比高	5
觉得这款车还不错·比较适合自己~	5
凯尊价格23.5---30.7W2012款凯尊增加记忆功能商务天窗版精英版等以上的车型均升级为INFINITY豪华音响系统，	5
配置有12声道独立扬声器及外置功放，高度还原了最佳音响效果。	5
而尊贵版和旗舰版还增加了电子驻车，	5
另外，旗舰版增加的驾驶席座椅按摩很大程度的提高了驾驶员的舒适性。	5
我最满意的就是小五的空间和油耗了，	5
前、后排空间都很大，能载人能装东西。	5
油耗也很省，平均油耗才6个多，	5
买车的时候特意问过这个问题，销售并没有欺骗我。	5
这是一款非常适合女士在城市代步的小型SUV，	5
绝佳的操控性使得女性司机开起来也游刃有余，	5
6万出头的价格性价比也是非常的高，	5
总体来说，小妖，你值得拥有。	5
我很喜欢他的尾部设计，	5
但是整体外形太普通不吸引人，	1
相比之后上市的各个品牌的中高级轿车，外型上没有任何竞争力，	1
宣传中的静音性，油耗和安全性还是不错的，	5
外形再好看点就好了呵呵	2
今天去4s店看看宝骏。外观，内饰，做工，还行吧比那些山寨车好多了，	5
动力一般，毕竟1.5啊。	1
要是优惠几千就好了	2
小奔不错，我开啦一年多没有出过什么毛病，	5
动力还可以，空调不错，	5
市区油耗5.6上高速5.0，就是皮溥了点，	2
几万元的车能做成这样以经很不错啦.	4
外形，还记得刚买这车的时候，开在路上会有人开车追着问这车在哪买的，	5
停车的时候也有人过来打听。	5
还有就是操控配置，在同级别SUV中配的比较全，安全有保证。	5
操作性比较好，动力不错，	5
改装潜力大.稍加装饰感觉就很漂亮了。	5
总体来说还是很不错的，	5
车子也很皮实，基本上没出过什么大的毛病，	5
油耗也很低，	5
喜欢的我小三、	5
开思域半年多来，一点小毛病都没有，近乎完美的车让我觉得有点不可思议呀。	5
油耗低，保养便宜，外观好看，内饰尊贵。没什么好挑剔的。	5
昨天看车了，可以开始预订，81900，价格有点高，这个价格我还是看合资的吧，	1
外观和内饰很给力，	5
但是价格太伤国民心啊，我们工薪族搞不定。	1
之前炒得很火的一款车，可能是这个原因，看到车后反而比较失望。	1
2.0T发动机动力马马虎虎，	1
数值标得很高，实际表现却一般。	1
说它价格便宜，性价比高吧，可内饰做得一点也不好，只做出了跑车的样子，离精益求精还差得远。	1
和上一代现代Coupe一样，只能作为廉价的入门级跑车，	1
唯一的好处是这回动力够用了。	4
该车觉得有点矮，	1
我1.75M的身高，坐后排的时候头都快顶到车顶了，	1
打开车门进后排的时候弄不好就撞头了。	1
上档次，用料也厚道，	5
能驾乘触碰到的地方基本是软的。	5
那数字仪表盘，启动时的自检转动，尤其是那大大的转速表给你很科技前卫的享受	5
天籁的外观和舒适性以及节油可称一流，	5
但安全性不咋的！	1
强烈要求全系标配车身稳定控制ESP和牵引力控制TCS！	3
这些十分有利安全而又不过多个二、三千元钱的装置在天籁身上不能只顶配才有啊！	1
尤其是在今年的纪念版上还是没加配，真想不通！	1
唯一的优点就外表看起来很酷。	4
耗油太大，100公里13-14。	1
减震太硬。	1
太原4s店装个导航7000元，出来一打听，同样的2000元不到就装好了，坑爹啊。	1
外观比起旧款好看多了，现在的年轻时尚，有活力，	5
估计现在很多人都会对她霸气的前脸，丰满的屁股，流线型的车身情有独钟吧，	5
内饰也优雅，	5
空间表现也不错，	5
总的来说就是一台比较均衡的家用车。	5
新思域安全性做得不错，	5
