clause	polarity
开没多长时间，车门皮条很松，换了换，	1
每个月都有小毛病，	1
动力严重不足，	1
开空调时，就感觉不到凉风，只能保证你坐车里面不出汗，	1
失望之极啊	1
高高到我家也有半年的时间了，车子不光外观看着漂亮，内部配置齐全。	5
动力的表现也是相当不错的。	5
虽说平时都是在市区开，可是偶尔外出跑个高速也是有的。一到高速上它就像是脱缰的马儿一样～	5
考虑买柴油就是为了省油，这个车一开始就比较相中了。	5
且先不说它的外形，就但看它的发动机，就动心了。	5
确实省油而且还耐用，	5
这车皮实啊。	5
虽然内饰不怎么好，中控台那里做工也比较粗糙，密封性也不是很好，但最重要的是发动机跟底盘这里的硬件设施，是买下它的主要原因。	4
外观没得说的，漂亮又大气，	5
配置高还有ESP电子稳定系统和ECO经济节能模式，	5
动力、操控方面的表现还是蛮可以的。	5
不满意的是第一：漆薄，随便擦下掉一大块。	1
第二：噪音大，只要车子在路上跑总有硬塑料的碰撞声还有胎噪。	1
汉兰达的内饰特别精致，都能比得上一辆高档轿车了。	5
双色的仪表板、桃木的适时点缀、米色的座椅，给我一种温馨的家的氛围。	5
驾驶不是很舒适	2
柔和发动机的转速响应比较强烈，	1
无论是加速还是收油的时候，都是如此。	1
地板有的时候有特别凌厉的加速，猛收油的时候也有明显的“撮车”。	1
这一点，通过空挡轰油就能感觉到，转速无论上升和下降都很快。	1
奥迪TT的发动机动力强劲，加速有力，转速性能极佳，	5
路况表现非常完美，	5
其直接转弯反应也极其灵敏。	5
奥迪TT的设计十分精密，展示出超凡的驾驶舒适特性。	5
挂档的感觉很好，	5
变速箱一、二挡都采用了三锥面同步器，频繁挂挡也很轻快，	5
离合器也很轻，	5
在市区内堵车时感觉就特别明显了，	5
这都比老款改进了不少	5
C2车的内饰确实不怎么样，	1
后排空间略小，座椅不太舒适，	1
后视镜可视范围较小，	1
发动机盖薄弱，	1
后掀门接合缝隙过大，	1
前雨刮器有一只竖不起，电动车窗开关别扭。	1
采用的智能液晶仪表盘，行车电脑能显示水温、转速、油量、行驶里程、时间等信息，用户能快速读取所需信息。	5
中控台结构紧凑美观，防滑式旋钮操作方便。	5
全系标配的MP3播放器，在微客车型中算是较为先进的配置。	5
操控好！	5
动力足够，变速箱比同级别的兄弟品牌车型给力的不是一点点！	5
无论是加速，变道超车、高速过弯等，真的是指哪打哪！	5
因为我的是328iM，所以加速感应该完爆我的另一台车子！	5
在宽敞的车厢内，他们都拥有舒适的电动调节真皮座椅，第二排独立空调和可折叠的第三排座椅。	5
帕杰罗的第二排腿部空间更宽松一些，	5
但紧凑的车门下沿却不太方便乘客上下车	1
本人11月29日定车，MT运动，55900RMB，送全车装饰！	5
这车试驾时感受：声音很小，动力绝对够用，不是说飚车啊。	5
配置很人性化，5W多，我认为值！	5
一开始决定买这款2015款的传祺GA6，是因为看中了这款车的外观，很上档次也很时尚，	5
这款车的动力我也相当满意，	5
车子的操控感，舒适性都很满意，	5
个人觉得这款车子你值得拥有	5
外观比较亮眼，流线型好，	5
轿跑型细节部分处理的不是很好，	2
车内的部件手感上感觉没那么好，	2
瞬时油耗不是数字的，是个指示盘，只能知道大概的瞬时油耗。	1
试驾的时候，它的起步给了我深刻的感受，相当的给力，	5
操控性能也很好，	5
驾驶感受特别棒。	5
那时候就心里决定买它了。	5
有了它以后，经常开出去参加商务活动，真的很好。	5
自购车半年以来，烦脑是越来越多，	1
上坡没力量，提速'肉'死人，	1
油耗高的与排量不成比例，	1
保养只有一次，总有被骗之感.	1
油耗低，想想省的都是自己血汗钱啊！	5
另外乘坐空间还算够用，	5
后备箱口就太小了，	1
放大东西，要比划半天看能不能放得下，真愁人。	1
雅特越开越顺我的雅特已经跑了3000KM，越来越喜欢	5
厚实，有劲，造型美！	5
油耗低速有些高但高速非常低，刹车感觉很好。	5
艾瑞泽7无论是外形还是配置都不如比亚迪速锐，	1
价格竟然比速锐高那么多，不知奇瑞高层是怎么想的，	1
如果价格不下降艾瑞泽必死	1
这车的外观一看就很大气，	5
内饰做工感觉一般，	1
不过本人对内饰要求也不是很高，	4
虽说车子开的时间不长，不过感觉还是很不错的。	5
这车还真是很省油呀！	5
外形很漂亮，	5
空间方面我也很满意，	5
试驾之后，除了离合有点高不适应外，其他方面都很满意。	5
还有一点重要的因素是这部车子的优惠力度最大。	5
车外观确实不错，	5
就是搞不懂这车为什么加价，太原的加了3000大洋，	1
性价比太低了，这个价位3000大洋对大家也是一个不小的负担。	1
索纳塔看第一眼就爱上，看第二眼就爱不释手，看第三眼就决定要买了他。	5
外观实在是美的不得了，豪华加全景天窗，真的很给力。	5
这车前脸的前大灯比上一代车好看多了，	5
下部有LED日间行车灯和前雾灯，感觉还是不错的。	5
看过很多车，感觉这车我看着最有眼缘了。	5
我这车的配置还差个中控彩屏，	1
当时感觉没彩屏还是挺纠结的，为了这个配置在添钱买高配不值。	1
年买了荣威350讯豪版的，前前后后花了将近十四W。最突出的有点是配置，觉得这个版本的配置很齐全，	5
GPS，胎压监测，稳定系统，蓝牙，感应雨刷，8SP扬声器，都很好用！	5
而且中控台是触屏，很多功能都用触屏实现，很方便！	5
杰德最吸引人的，无疑是它的外观设计。	5
第一次看到这款车的广告时，就被它完全吸引。	5
它采用轿车与商务车的跨界设计，也带来了比较舒适的驾驶乘坐感受，以及比较实惠的内部乘坐空间。	5
最后希望能够多一些安全配置，让老百姓花的钱值得。	3
离合异响！这是我最烦的一件事！	1
低档起步离合放开后切换到2档时是最明显的，	1
好象是变速箱传来的“卡咯”声，伴随的是踉跄感。	1
几次到4S店都说是正常的，我也试了其他的福克斯也有这种情况，	1
这说明是设计的问题，说明长安福特技术不够成熟。	1
新车后备箱漏水，把备胎泡在水里了，千斤顶泡锈了！	1
后备箱整个发霉了！	1
后门踏板买回一个月不到就掉了！	1
雨刮也用了两月出问题了！	1
大众皮实的发动机，比较早的成熟技术已经深深的烙印在广大人们的心中，叫人很是放心，	5
跟较大的后备箱空间以及提速相当的给力，	5
提速杠杠滴，	5
呵呵，还有就是前卫车子的锁车玻璃自动升起功能而且防夹手功能，非常实用。	5
座椅的舒适度相当赞，	5
车内氛围营造得很棒，坐进去就会让人安静地去享受。	5
不要小看后排的两个小靠枕，靠上去直接就舒服到不想起来！	5
细节决定成败！	5
不满意的是车底下传出来的声音，听着很别扭。	1
用了一年了，跑了10000公里，中控换了一次，密封不太好，	1
油耗方面值得挺，100公里不到8个油，	5
外观好，个人觉得性价比不错	5
给人厚实而又不失美感的一款的车型，	5
空调性能相当好呢，	5
驾驶室的空间很大，	5
货箱也很长，不仅可以装更多的货，就是和朋友一起出去玩也不会丢脸哦！	5
看过老爱照片之后，相信很多人会觉得全新爱丽舍超级好看，符合大众审美的饱满车身，	5
更加圆润的造型，没了以前的方正呆板，外观算是一个全新的改变。	5
舒适性高（带方向盘助力，中央空调，电动门窗），	5
提速好（1.5L的全国十佳发动机）！	5
发动机前置前驱很适合我跑高速带客！	5
跑130马都相当稳！	5
唯一的缺点是晚上在高速路上灯光稍微有点暗！	2
去体验试驾了次这款车子，这车给我最深的印象就是这车的做工要超越一般的合资车，	5
转向精准，	5
油门的反应也很灵敏，	5
舒适度非常好，	5
自主的实力不小了。	5
仅仅就这辆试驾车而言，采用的塑料材质感普通，	1
仿皮的压花纹路质感也一般，	1
但相对东南汽车以往的车型来讲，戈蓝的组装品质还是有了很大的进步，基本。	5
座椅皮材质感不算出色，	1
试驾车的椅背已经出现了不规则的褶皱。	1
车子的空间是我使用起来最满意的也是一大卖点，	5
由于我的身材比较壮（181高210重）我都可以轻松在前后排找到舒适的坐姿	5
总体来说对朗逸还是比较满意的，	5
朗逸还有个优点，就是安全性能比较好。	5
ESP，紧急制动系统，高强度身，前后侧安全气囊，胎压监测，陶瓷刹车片，等等，都有，	5
这就是我看中朗逸的地方，也是我给别人介绍车的时候，最爱提到的地方	5
当初选择T70X一个是她大气的外观，全车身包围，	5
加上高大上的前脸设计，一眼就看中了；	5
二来，日产的发动机一向以低油耗著称；	5
第三嘛，双色版内饰，又是真皮座椅，高端大气上档次，	5
价格又不贵，开出去倍儿有面~	5
朗逸的造型设计得不错，较老款棱角清晰，相当耐看，美观大方，有大家风范。	5
内部空间大，也比较宽敞，不会觉得拥挤。	5
油耗满意，控制也在合理的水平。	5
保养也比较便宜。	5
外观大气，空间宽敞，内饰简洁。	5
但发现我的车方向往左偏，一、二档不好挂，不注意就会脱档。	1
看看国产牌子的车，结果一下子就被和悦RS外形吸引了，	5
内饰也是很漂亮实用，	5
同事朋友每次出去都喜欢坐我的车，因为空间大呀，	5
后备箱还能装下烧烤炉和水桶，真的很方便。	5
上周因为赶时间，也试了一次较猛的开法，在不计较油的情况下，是跑得相当爽，	5
车子短、加上相当不错的操控性，左突右突，路上很多车都只能看我尾灯。	5
车提速很快，超车很方便，	5
刹车也比较不错，	5
车子以皮实耐用、维修简便且相关配件和售后服务价格低廉而著称国内	5
整款车的样子算是深得我心，	5
螺旋雾灯很漂亮，	5
大灯的形状比较霸气，	5
立体的前脸超级彪悍，从前面一直到后面的腰线，	5
开起来动感十足，尾部饱满自然。	5
大通外观秀气，看着非常顺眼，	5
车内空间大，视野好，驾驶舒适性非常不错，	5
动力性超赞，跑沪宁高速最高开过160，一路超宝马超奔驰，	5
高速油耗平均下来也就8升左右。	5
外形比较时尚，大眼睛比较喜欢。	5
紧凑车型，也比较少长途用车，也没什么问题。	5
内饰的做工很好，比较精细，喜欢。	5
油耗自然也是很满意的了，	5
本田的车一直有个优势也就是油耗比较低了，	5
带助力转向的方向盘太轻，用一个小手指就能拨动，在市内行车比较方便，	5
但是高速中表现不太稳定，轻飘飘的，不好控制车辆，	1
在糟糕路况上这个弊端更为明显	1
自己对传祺GS5也挺满意，所以就提车了。	5
传祺GS5吧，车空间大，	5
外观好看，开起来平稳，适合我们一家！	5
我感觉提速特快！	5
发动机也特别安静，可以跑195	5
而且也没有别人说的发飘，	5
就是空间小车皮薄	2
B30自动档高配性价比高，	5
配置高大上，送了尾翼。	5
原厂脚垫，性价比高也没有特别不满意的，	5
要是动力再强点就好了，下次换个带T的	2
油耗高，不开空调差不多8.5，开空调就更高。	1
而且开空调后油门会忽高忽低不稳定。	1
发动机声音挺起来特响，做在车里面关掉窗户里面轰轰响的。	1
这个车表面看起来还挺大气的，	5
内饰做工可以，新车没味道。	5
在城市里很好驾驶，	5
就是上坡路油门有几秒像断气的加不上，在高速上开到一百120速度就滋滋的响，	1
不知道是轮胎那里响声还是车子不够密封，哎呀，气！	1
还有就是顶配的车居然没有倒车影像，	1
倒车的时候刹车片有响声，特别是下雨天响声特大，悲哀！	1
特别喜欢里面的装饰，	5
2012款宝来沿用大众品牌一贯的简约实用风格，很符合我的品味。	5
而且外形也很霸气，很有档次哦。	5
买回来我们家就轮着来驾驭它了，朋友也有事没事来借车开。	5
哈哈看来是买对了	5
外观设计的不错，很大方。	5
内部空间不小。	5
迈腾是辆好车，	5
迈腾的技术在这个价位的车子里面是首屈一指的，	5
TSI+DSG的组合把操控性提升到了极致，	5
车子开起很平顺，支持迈腾！	5
外形好看，有面子，适合商务公务；	5
安全配置高，静音处理好，	5
运动性和舒适性处理的很好。	5
内饰也不错。	5
隔音效果好。	5
关上门窗，基本上外面的声音都传不进来，只能听见胎噪声。	5
比如在等红灯时旁边停了辆公交车，关上窗户后几乎就听不见公交车声音了！	5
一个月开总体感觉还不错，可能也因为本人没开过好车，所以没有对比吧。	5
首先内部空间不错，坐五个人不显太挤，	5
动力也比较足，超车时提速还行。	5
车辆整体做工也还不算太粗糙，	4
总之，作为入门车型我觉得还是不错的。	5
这款车高颜值，低油耗，动力足，	5
虽然也有不完美的地方，但是可以接受，	4
选择它，我不后悔，觉得很值！	5
最满意的是这车的底盘设置的非常扎实，	5
开的时候稳稳当当，急转、调头，都很稳，	5
不满意的是这样一款车却没有储物格，	1
这个不可理解。	1
LED智能远近光，晚上走黑漆漆的国道信心十足，	5
电动尾门一脚踢开关功能很好用，	5
后备箱空间不错，全系防爆胎，没有备胎，因此又多出一个不小的储物暗格，	5
主驾驶腿托可以有效缓解腿部疲劳。	5
各方面品质都不用考虑，做工很到位！	5
开起来省事省心。	5
不满意的是后排座椅不能调整靠背倾斜角度，	1
自适应大灯高速适应性差。	1
大气的外观，强劲的动力，2.0T的操控，同车不同色SUV应有的黑色包围。	5
不满意的是后排空调有点小，后备箱不是很大！	2
标致301车身外观大气好看，	5
动力也不错，	5
新车优惠力度不错，	5
综合来说性价比是个很大的优势。	5
不满意的是后防撞钢梁省了，	1
广大车友都接受不了，花多少钱办多大事吧，也不能指望七八万的车拥有十几万的配置。	1
变速箱附近有``趴趴''的象石子打的一样的响声，	1
停车的时候也有。	1
响过后要么空调出热风了，要么冷风又不打了~	1
外观时尚硬朗、稳重大气，第一眼就喜欢上了，	5
驾乘空间宽敞、利用合理，性价比较高的合资车型，	5
用车期间我是很满意的，没有给我丢人，	5
买这款车还是很值的。	5
这车各方面都做工及设计都不错，	5
以及外观都要比上海大众新帕萨特要大气很多，	5
日间行车灯是整个车的卖点，	5
做工要比新帕萨特要精致很多~	5
大众车一向都很低调的感觉，但是这款车给人的感觉却有一种说不出来的霸气。	5
在外观设计方面，途锐线条流畅优雅，给人男性的力量感。	5
非常简单大方的前大灯和进气格栅设计凶悍中不失沉稳，	5
尾部的设计也非常饱满，充满运动感。	5
没买之前想想还可以，	5
买了真后悔，才一个月的时间，毛病就出来了，提速好慢，噪音好响，	1
最主要发动机的声音去售后检查过了，还要等厂家决定，开到六十。	1
方向盘抖得厉害，悲催死了，在等两天还没结果，开到4S店烧了算了	1
看了很多车型最后还是发现绅宝很适合我呢。	5
首先当然是动力了，很足，符合我的标准。	5
空间也蛮大的，这可是自驾游必须的哦，	5
外观就更不用说了，大气的很呢，在街上回头率那是没有百分百也有百分之九十的样子。	5
前几天去世嘉，销售当时告诉我世嘉是高转速发动机，驾驶世嘉要粗鲁一点，换挡时机推迟一点。按他这么一来，世嘉果然就爆发出了天生的运动基因，	5
90Km/H以下加速非常迅猛，推背感十分强烈，	5
200Nm的扭矩在2.0发动机里面可是数一数二的了。	5
E300的储物格都被很巧妙的隐藏起来。	5
手套上分成两个，副驾驶座座椅下面还有一个不小的储物格，可以当做鞋盒，	5
旁边还有一个网袋，非常实用。	5
我喜欢这车的仪表盘，在我开车的时候很清晰，	5
做工精细，配置齐全。	5
坐在车里不会有什么视觉上的不舒服。	5
带T的果然挺速度的，超车啥的不在话下	5
首先刹车灯常亮是个问题，	1
其次视野不太好，特别是在倒车时候，	2
还好有倒车雷达。	4
小车还在磨合中目前发现的两个小问题。希望厂家能快点解决。	3
右后轮处，遇颠簸时，有金属异响.	1
停止不动时，我在右后座使劲摇晃，就会发出金属碰撞的声音，	1
去4s，更换右后减震，感觉好多了。但还没有完全根除。	1
我只说一个问题就是夏天开空调那个噪音比飞机起飞还大，	1
4s店的人说正常这个就是新桑塔纳，处理不了，解决不了。	1
我都要气疯了。后悔呀。	1
外观山寨就不用说我们接受，	4
内饰是几年前的设计已经OUT啦，	1
麻烦再人性化一些，比如多几个储物格，中控台液晶屏等等。	1
内饰一般，	1
但是做工上来看还是很细致的，	5
尤其座椅是真皮的，缝线的位置都很好	5
后排坐上去感觉还是离前排有点近，空间上后排是个短板，	2
前排空间倒是很充裕。	5
首先就是这款车的外观设计的很时尚，	5
再就是空间比较的大，	5
最重要的是性价比很高，我能够支付的起，	5
但是车无完车，还是有瑕疵的，	2
但是这个价位也不能要求太完美，可以了。	4
我的车行驶上路也2年了，发现油表不准，忽上忽下，半箱油就报警，	1
后座也有异响，	1
空调呜呜响，	1
座椅裂了一个口子，不是真皮！	1
锐志的舒适性是不错，	5
只是内部空间有点狭小，	2
特别是后座头部，很抵触心情。	1
但后座腿部空间不错。	5
一直在关注V，全景天窗，配置，外观都让我和我媳妇喜欢。	5
同时还在考虑海马M3和众泰Z300。都是刚出的。希望没那么多毛病。	3
车子的外观真的很赞，	5
尤其是疝气大灯+灯眉，超喜欢车子	5
在起步阶段噪音大，	1
这根车的自重也有关系，还可以接受，	4
减震系统有待提高	2
卡罗拉的空间太小了点.	1
虽然电调坐椅很不错，在驾驶席还可以找到自己舒适的位子.	5
但牺牲了后排乘客的空间，	1
在坐近后排后大腿紧靠着前排坐椅感觉很压抑.	1
心想以后开车带着父母和女朋友出去.没办法只有委屈下我的亲爱的了.！	1
外观很漂亮，内部空间很大，适合一家人出游！	5
反光镜超大，基本无死角。	5
缺点：驾驶室座椅手动，座椅是布料的，这方面与同价位车相比相差很大！	1
尾部做工粗糙，不够大气，性价比不高，	1
19.79万的2.0尊贵版配置远不如天籁荣耀版，	1
十一二万的车价还划算，	5
外观和动力方面还可以，经济。	5
希望广本厂家在下一代峰范上把轮胎改成195，灯光换亮点的，车内空间最好能加长100MM就好了。	3
车子看着不错，很喜欢。	5
可是后座的空间太小了，	1
车型甚至比途观都还要小一点！	1
其它看着都很满意，也很期待，	5
希望价格能在25W—35W之间！	3
总体感觉不错，	5
外观时尚大气，	5
油耗9个多可以啦，比h613个油强多了，高速上7个多	5
最值的赞的就是后座全能放平，这个对于喜欢玩车震的朋友们可真的太方便了	5
外观漂亮，操控尚可，	5
但是车内味道真心大，	1
售后简直无语，	1
送的倒车雷达，结果探测距离只有0.5m，而且反应不是一般的慢啊。	1
V5拼接不均，看看方盘一边大一边小，	1
后空调出风口就不指望了，最起码做个杯架什么的，	1
后排中间又没有头枕。	1
不过外观挺好看的，	5
但国产车也太贵了！	1
最高配不超8.5万差不多！	1
上海大众出这个车就是吭爹的	1
这种配置首先不符合GTI这三个字，	1
增压是单增压，动力不如GTI；	1
悬挂也不是全独立悬挂，控性不如GTI；	1
轮胎是韩泰的，	1
足见上海大众是在极力降低成本，然而卖到15w9这个价格真的很吭爹。	1
1年2万公里开下来问题暴露无疑，	1
我被新福的外表欺骗。	1
现在起步顿挫，异响，油封漏油。	1
网上关于此类问题铺天盖地，福特一直沉默。	1
远离福特！	1
变速箱垃圾，车有何用？	1
车重，很稳，感觉很安全，	5
底盘操控性好。	5
跑高速玻璃全开，风的阻力车子很好的吸收了，	5
方向盘一点影响也没有，不跑偏	5
希望量产以后后排能安其他装个出风口和点烟器。	3
最次来个点烟器也行按车载MP4用。	3
其他配置h530都有了还算满意。	5
屁股有面包的影子，	1
希望重新设计，彻底摆脱面包这个概念。	3
下雨天大灯里面有雾，	1
还有就是仪表盘有点落后，一点都不时尚，设计师们应该好好想想啦！	1
外观大灯犀利，	5
就是尾部屁股不行啊，不好看	1
还有车轮和车身的间距很大，把轮子显得很小。	1
2011款骏捷车内的设计发生了质的变化，清新时尚的气息扑面而来。	5
老款中庸的桃木装饰全部消失，取而代之的是黑色面板与大量镀铬装饰的搭配。	5
设计风格也更趋向当下的流行趋势，	5
2011款骏捷真的很年轻。	5
最满意的就是它的操作特别的棒，	5
人车合一做的很到位，	5
还有外观，空间都是很不错的地方，	5
基本上也没有什么不能接受的大毛病，车无完车，可以接受。	4
2.5V天窗版，头部空间不够。	1
可能是运动型车，再加了天窗的缘故，偶身高1.75米，开车的时候座椅要调到最低，感觉有点压抑！	1
买车的时候也不怎么懂怎么选，主要是老婆喜欢	5
开了2个月，现在感觉这款车的性价比还可以，	5
尤其是做工不错，	5
1.5T的动力也值得称道。	5
喜欢汽车空间，真的是很大的，	5
外观的话很时尚，够大气，怎么看都好看。	5
不满意的是胎噪声太大，	1
还有就是这款车的配置差，连最基本的配置都没有。	1
说说缺点，内部的装配不是很好，	1
很多地方夹缝都比较大；	1
CD机开了就有电流声，但现在习惯了，	4
CD机跟说明书的操作有出入，少了几个音色；	1
开了空调声音还是有点大，没相象的那么安静，主要还是电子扇问题。	1
外观大气，	5
车子开起来感觉底盘也很稳，	5
加速减速时候换挡很平顺，几乎察觉不到什么顿挫，	5
涡轮介入时也不会给人很突兀的感觉，	5
油门一踩，可以感受到所谓的推背感。	5
噪音控制也很好，	5
原本以为不需要花这个钱买帕萨特，而且一直担心帕萨特不适合家用，现在看来还是比较值的。	5
长城腾翼C30总的来说是一款非常适应家庭使用的家轿。	5
外观大气、内饰也很好，	5
VVT发动机是一款非常不错的发动机	5
冬季变速箱分离不好，有磨损的响声	1
尾灯设计不好冬季里面有雾水	1
前大灯亮度不够	1
冬季油耗略高	1
传祺空间确实是大，	5
看看参数才知道是是1819mm的宽度，怪不得看车的时候老爸一坐上去就夸她大。	5
感觉是不错的，	5
就看性价比上能不能好上加好了。	3
个人认为这个仪表盘是有科技感的，不是那10来W车子的液晶仪表盘能比的，	5
沃尔沃很高端大气，	5
运动型包围座椅很好，再也不用担心侧面撞门板去了！	5
不满意的是配件较贵！	1
导航功能和雷达都会反映慢半拍。	1
还有避震有点硬，没有日系车那样软绵，	1
希望以后能改进点舒适度！	3
车子的外观真的很赞，	5
尤其是疝气大灯+灯眉，超喜欢	5
车子在起步阶段噪音大，这跟车的自重也有关系，还可以接受，	4
减震系统有待提高	2
买的新车就让自己去做4轮定位，前车胎还慢撒气，	1
发动机声音比老牛还大，买完就后悔了	1
耗油差距太大，一天5.4一天7.2的玩我呢，	1
A柱宽的能过航母了，转弯什么也看不到，	1
后座卡子都掉下来了，自己上还上不住，后座都掉下来了	1
除了后座略低并有点软外，基本挑不出什么毛病，	5
行驶中发动机声音均匀很小，	5
方向指向灵敏，操作格外方便。	5
用它拉货，2.4米长1.2米宽的板材都能装，真是棒极了。	5
省油，1.4T提速超级快~各种舒心~	5
后桥和底盘改进后感觉还不错，至少过起伏路很稳定。	5
就是悬挂有点硬，坐在后面过一些减速带还是有点感觉得~	2
纠结了半天还是选择了北奔的E300L，现在也没有后悔，的确很值。	5
首先外观上就很沉稳大气，而且内饰做的也很不错，真皮的座椅彰显品质，很满意的一款车	5
首先刹车灯常亮是个问题，	1
其次视野不太好，特别是在倒车时候，	2
还好有倒车雷达。	4
小车还在磨合中目前发现的两个小问题。希望厂家能快点解决。	3
车前、侧方外观造型都比较符合我的审美观，	5
截止目前我的车来说，燃油经济型不错，	5
市区油耗7升左右，高速6升左右。	5
购车2个月了，非常满意，支持一下。	5
外观非常的漂亮大气。	5
油耗也很满意，	5
不好的就是发动机声音，有点大了，	2
不过国产车，可以理解。	4
对于家庭代步微轿，还可以胜任了。	4
喜欢C5很久了，	5
前些天专门挑了个时间去试驾C5，专门跑了一次比较远的路程，感觉也是非常棒，	5
车的密封性，减震，操控性都是没的说！	5
本来想买白色，但还是觉得红色火热也耐脏一些，所以，就买了红色的C5.	5
新C2新增的USB接口能极大方便音频来源的选择，	5
若能增加AUX接口那就更加完美了，	3
音响版面布局上面也发生了改变，银色圆形按钮更显精致一些，	5
总的来说，各方面的细节改进都很不错，	5
我个人非常满意。	5
第一感受，不拉货其实有很多选择，我说的是实话。	1
动力一般，夏天开了空调就惨不忍睹了。	1
噪音是最头疼的，	1
希望以后能改进！	3
我看F3已经好长时间了感觉这样的价格、这样的配置还算值。	5
我认为F3美中不足是这车太长，4米5，以后小区里非常拥挤，停车倒车不方便，	1
要是有金刚和车长就好了。	2
再者白金版标准型缺点东西，那就是安全气囊。	2
希望09年改进款把这项加上，也让百姓更觉实惠些！	3
看了车友的描述给我感觉发动机动力不错，	5
外表时尚，操控性好。	5
购买欲提升不少。	5
但都说内饰不行，做工不精，价格偏高。购买欲打回原形。	1
现在最不能却准的是油耗，希望有个准确的综合油耗	3
高尔夫GTI外观酷，性能好，	5
就是价格有点贵。	2
不过好东西自然会贵点。	4
总之大众的车应该是值得信赖的！	5
期待着它的降价！	3
外观内饰都漂亮，	5
做工看上去也好呀。	5
希望它的可靠性也好，	3
如果性能稳定，这车必大卖。	2
因为这性价比，这尺寸，不是一般的给力呀。	5
1.8T还要25W几，君越2.0T的才25W几，CC没法和君越比，	1
动力没君越大，没天窗，车长相差20CM，	1
搞错没，外观也没君越大气。	1
还要那个价钱，去抢吧。	1
之前炒得很火的一款车，可能是这个原因，看到车后反而比较失望。	1
2.0T发动机动力马马虎虎，	1
数值标得很高，实际表现却一般。	1
说它价格便宜，性价比高吧，可内饰做得一点也不好，只做出了跑车的样子，离精益求精还差得远。	1
和上一代现代Coupe一样，只能作为廉价的入门级跑车，	1
唯一的好处是这回动力够用了。	4
内部空间很大，整车给人一种C级车的感觉，	5
和老婆坐在后排，看前排的驾驶位置都感觉很宽阔，	5
坐起来也伸得开腿，不用太拘谨，	5
各方面都还满意。	5
